date,state,latitude,longitude,state_area_km2,region,national_share_percentage,consumption_mega_units,thermal_actual_mega_units,thermal_estimated_mega_units,nuclear_actual_mega_units,nuclear_estimated_mega_units,hydro_actual_mega_units,hydro_estimated_mega_units,total_generation_actual_mega_units,total_generation_estimated_mega_units,power_supplier
2020-01-22,Haryana,28.45000633,77.01999101,44212.0,Northern,1.34,214.6,689.53,548.89,26.24,30.93,95.94,127.22,811.71,707.04,Torrent Power
2020-01-22,Jharkhand,23.80039349,86.41998572,79714.0,Eastern,2.42,22.6,489.52,495.54,0.0,0.0,23.17,29.79,512.6899999999999,525.33,SJVN Ltd
2020-01-22,Arunachal Pradesh,27.10039878,93.61660071,83743.0,Northeastern,2.54,2.3,34.74,33.12,0.0,0.0,11.06,5.05,45.800000000000004,38.169999999999995,Reliance Power
2020-01-22,Madhya Pradesh,21.30039105,76.13001949,308350.0,Central,9.37,180.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NTPC Ltd
2020-01-22,Punjab,31.51997398,75.98000281,50362.0,Northern,1.53,244.6,689.53,548.89,26.24,30.93,95.94,127.22,811.71,707.04,Adani Green Energy Ltd
2020-01-22,Mizoram,23.71039899,92.72001461,21081.0,Northeastern,0.64,1.7,34.74,33.12,0.0,0.0,11.06,5.05,45.800000000000004,38.169999999999995,Tata Power
2020-01-22,Rajasthan,26.44999921,74.63998124,342239.0,Northern,10.55,242.6,689.53,548.89,26.24,30.93,95.94,127.22,811.71,707.04,NLC India Limited
2020-01-22,Andhra Pradesh,14.7504291,78.57002559,162970.0,Southern,4.87,187.1,638.13,565.49,62.6,41.53,63.94,74.21,764.6700000000001,681.23,NTPC Ltd
2020-01-22,Delhi,28.6699929,77.23000403,1483.0,Northern,0.04,135.5,689.53,548.89,26.24,30.93,95.94,127.22,811.71,707.04,SJVN Ltd
2020-01-22,Manipur,24.79997072,93.95001705,22327.0,Northeastern,0.68,2.4,34.74,33.12,0.0,0.0,11.06,5.05,45.800000000000004,38.169999999999995,NTPC Ltd
2020-01-22,Dadra and Nagar Haveli and Daman and Diu,20.26657819,73.0166178,603.0,Western,0.01,18.7,1311.95,1234.86,42.41,36.1,30.71,35.21,1385.0700000000002,1306.1699999999998,Adani Power
2020-01-22,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,40.3,689.53,548.89,26.24,30.93,95.94,127.22,811.71,707.04,JSW Energy
2020-01-22,Chandigarh,30.71999697,76.78000565,114.0,Northern,0.003,5.5,689.53,548.89,26.24,30.93,95.94,127.22,811.71,707.04,Adani Power
2020-01-22,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,4.5,34.74,33.12,0.0,0.0,11.06,5.05,45.800000000000004,38.169999999999995,Torrent Power
2020-01-22,Himachal Pradesh,31.10002545,77.16659704,55673.0,Northern,1.7,29.0,689.53,548.89,26.24,30.93,95.94,127.22,811.71,707.04,SJVN Ltd
2020-01-22,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,164.9,489.52,495.54,0.0,0.0,23.17,29.79,512.6899999999999,525.33,NTPC Ltd
2020-01-22,Chhattisgarh,22.09042035,82.15998734,135191.0,Central,4.11,91.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLC India Limited
2020-01-22,Assam,26.7499809,94.21666744,78438.0,Northeastern,2.38,27.2,34.74,33.12,0.0,0.0,11.06,5.05,45.800000000000004,38.169999999999995,NHPC Ltd
2020-01-22,Uttar Pradesh,27.59998069,78.05000565,240928.0,Northern,7.33,313.4,689.53,548.89,26.24,30.93,95.94,127.22,811.71,707.04,Adani Green Energy Ltd
2020-01-22,Jammu and Kashmir,33.45,76.24,42241.0,Northern,1.28,42.4,689.53,548.89,26.24,30.93,95.94,127.22,811.71,707.04,SJVN Ltd
2020-01-22,Meghalaya,25.57049217,91.8800142,22429.0,Northeastern,0.68,5.3,34.74,33.12,0.0,0.0,11.06,5.05,45.800000000000004,38.169999999999995,Reliance Power
2020-01-22,Karnataka,12.57038129,76.91999711,191791.0,Southern,5.83,190.0,638.13,565.49,62.6,41.53,63.94,74.21,764.6700000000001,681.23,Adani Power
2020-01-22,Gujarat,22.2587,71.1924,196024.0,Western,5.96,354.4,1311.95,1234.86,42.41,36.1,30.71,35.21,1385.0700000000002,1306.1699999999998,NTPC Ltd
2020-01-22,Nagaland,25.6669979,94.11657019,16579.0,Northeastern,0.5,2.2,34.74,33.12,0.0,0.0,11.06,5.05,45.800000000000004,38.169999999999995,JSW Energy
2020-01-22,Kerala,8.900372741,76.56999263,38863.0,Southern,1.18,67.2,638.13,565.49,62.6,41.53,63.94,74.21,764.6700000000001,681.23,Torrent Power
2020-01-23,Bihar,25.78541445,87.4799727,94163.0,Eastern,2.86,69.9,489.52,498.62,0.0,0.0,23.17,27.98,512.6899999999999,526.6,Tata Power
2020-01-23,Telangana,18.1124,79.0193,112077.0,Southern,3.49,169.9,638.13,574.18,62.6,41.42,63.94,82.24,764.6700000000001,697.8399999999999,NTPC Ltd
2020-01-23,Dadra and Nagar Haveli and Daman and Diu,20.26657819,73.0166178,603.0,Western,0.01,18.6,1307.77,1245.98,42.41,36.42,30.71,38.94,1380.89,1321.3400000000001,NTPC Ltd
2020-01-23,Manipur,24.79997072,93.95001705,22327.0,Northeastern,0.68,2.3,34.74,31.2,0.0,0.0,11.06,4.9,45.800000000000004,36.1,Power Grid Corporation of India Ltd
2020-01-23,Jammu and Kashmir,33.45,76.24,42241.0,Northern,1.28,43.5,689.53,550.41,26.24,29.91,95.94,123.88,811.71,704.1999999999999,Tata Power
2020-01-23,Delhi,28.6699929,77.23000403,1483.0,Northern,0.04,137.8,689.53,550.41,26.24,29.91,95.94,123.88,811.71,704.1999999999999,JSW Energy
2020-01-23,Uttar Pradesh,27.59998069,78.05000565,240928.0,Northern,7.33,339.7,689.53,550.41,26.24,29.91,95.94,123.88,811.71,704.1999999999999,Tata Power
2020-01-23,Himachal Pradesh,31.10002545,77.16659704,55673.0,Northern,1.7,29.8,689.53,550.41,26.24,29.91,95.94,123.88,811.71,704.1999999999999,NLC India Limited
2020-01-23,Chhattisgarh,22.09042035,82.15998734,135191.0,Central,4.11,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NTPC Ltd
2020-01-23,Gujarat,22.2587,71.1924,196024.0,Western,5.96,362.9,1307.77,1245.98,42.41,36.42,30.71,38.94,1380.89,1321.3400000000001,NTPC Ltd
2020-01-23,Tamil Nadu,12.92038576,79.15004187,130058.0,Southern,3.95,334.7,638.13,574.18,62.6,41.42,63.94,82.24,764.6700000000001,697.8399999999999,NLC India Limited
2020-01-23,Goa,15.491997,73.81800065,3702.0,Western,0.11,11.6,1307.77,1245.98,42.41,36.42,30.71,38.94,1380.89,1321.3400000000001,Adani Green Energy Ltd
2020-01-23,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,407.6,1307.77,1245.98,42.41,36.42,30.71,38.94,1380.89,1321.3400000000001,Adani Power
2020-01-23,Kerala,8.900372741,76.56999263,38863.0,Southern,1.18,70.1,638.13,574.18,62.6,41.42,63.94,82.24,764.6700000000001,697.8399999999999,JSW Energy
2020-01-23,Odisha,19.82042971,85.90001746,155707.0,Eastern,4.73,89.7,489.52,498.62,0.0,0.0,23.17,27.98,512.6899999999999,526.6,Adani Power
2020-01-23,Punjab,31.51997398,75.98000281,50362.0,Northern,1.53,234.5,689.53,550.41,26.24,29.91,95.94,123.88,811.71,704.1999999999999,SJVN Ltd
2020-01-23,Chandigarh,30.71999697,76.78000565,114.0,Northern,0.003,5.4,689.53,550.41,26.24,29.91,95.94,123.88,811.71,704.1999999999999,Torrent Power
2020-01-23,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,152.9,489.52,498.62,0.0,0.0,23.17,27.98,512.6899999999999,526.6,NHPC Ltd
2020-01-23,Arunachal Pradesh,27.10039878,93.61660071,83743.0,Northeastern,2.54,2.2,34.74,31.2,0.0,0.0,11.06,4.9,45.800000000000004,36.1,NLC India Limited
2020-01-23,Haryana,28.45000633,77.01999101,44212.0,Northern,1.34,212.3,689.53,550.41,26.24,29.91,95.94,123.88,811.71,704.1999999999999,Adani Green Energy Ltd
2020-01-23,Puducherry,11.93499371,79.83000037,492.0,Southern,0.01,8.2,638.13,574.18,62.6,41.42,63.94,82.24,764.6700000000001,697.8399999999999,Adani Green Energy Ltd
2020-01-23,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,41.1,689.53,550.41,26.24,29.91,95.94,123.88,811.71,704.1999999999999,NLC India Limited
2020-01-23,Madhya Pradesh,21.30039105,76.13001949,308350.0,Central,9.37,189.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Torrent Power
2020-01-23,Andhra Pradesh,14.7504291,78.57002559,162970.0,Southern,4.87,189.0,638.13,574.18,62.6,41.42,63.94,82.24,764.6700000000001,697.8399999999999,SJVN Ltd
2020-01-23,Karnataka,12.57038129,76.91999711,191791.0,Southern,5.83,196.5,638.13,574.18,62.6,41.42,63.94,82.24,764.6700000000001,697.8399999999999,Adani Green Energy Ltd
2020-01-23,Nagaland,25.6669979,94.11657019,16579.0,Northeastern,0.5,2.3,34.74,31.2,0.0,0.0,11.06,4.9,45.800000000000004,36.1,NHPC Ltd
2020-01-23,Assam,26.7499809,94.21666744,78438.0,Northeastern,2.38,26.5,34.74,31.2,0.0,0.0,11.06,4.9,45.800000000000004,36.1,Adani Power
2020-01-23,Jharkhand,23.80039349,86.41998572,79714.0,Eastern,2.42,23.9,489.52,498.62,0.0,0.0,23.17,27.98,512.6899999999999,526.6,Reliance Power
2020-01-23,Sikkim,27.3333303,88.6166475,7096.0,Northeastern,0.21,1.1,34.74,31.2,0.0,0.0,11.06,4.9,45.800000000000004,36.1,Torrent Power
2020-01-23,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,3.6,34.74,31.2,0.0,0.0,11.06,4.9,45.800000000000004,36.1,NLC India Limited
2020-01-23,Mizoram,23.71039899,92.72001461,21081.0,Northeastern,0.64,1.4,34.74,31.2,0.0,0.0,11.06,4.9,45.800000000000004,36.1,SJVN Ltd
2020-01-23,Meghalaya,25.57049217,91.8800142,22429.0,Northeastern,0.68,6.3,34.74,31.2,0.0,0.0,11.06,4.9,45.800000000000004,36.1,NLC India Limited
2020-01-23,Rajasthan,26.44999921,74.63998124,342239.0,Northern,10.55,249.6,689.53,550.41,26.24,29.91,95.94,123.88,811.71,704.1999999999999,Tata Power
2020-01-24,Uttar Pradesh,27.59998069,78.05000565,240928.0,Northern,7.33,363.5,689.53,567.32,26.24,28.87,95.94,131.55,811.71,727.74,Power Grid Corporation of India Ltd
2020-01-24,Delhi,28.6699929,77.23000403,1483.0,Northern,0.04,132.5,689.53,567.32,26.24,28.87,95.94,131.55,811.71,727.74,NHPC Ltd
2020-01-24,Chhattisgarh,22.09042035,82.15998734,135191.0,Central,4.11,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NHPC Ltd
2020-01-24,Karnataka,12.57038129,76.91999711,191791.0,Southern,5.83,196.1,638.13,581.6,62.6,41.37,63.94,89.14,764.6700000000001,712.11,NLC India Limited
2020-01-24,Himachal Pradesh,31.10002545,77.16659704,55673.0,Northern,1.7,27.0,689.53,567.32,26.24,28.87,95.94,131.55,811.71,727.74,Torrent Power
2020-01-24,Rajasthan,26.44999921,74.63998124,342239.0,Northern,10.55,252.4,689.53,567.32,26.24,28.87,95.94,131.55,811.71,727.74,SJVN Ltd
2020-01-24,Manipur,24.79997072,93.95001705,22327.0,Northeastern,0.68,2.4,34.74,31.48,0.0,0.0,11.06,5.1,45.800000000000004,36.58,NHPC Ltd
2020-01-24,Punjab,31.51997398,75.98000281,50362.0,Northern,1.53,215.0,689.53,567.32,26.24,28.87,95.94,131.55,811.71,727.74,Torrent Power
2020-01-24,Haryana,28.45000633,77.01999101,44212.0,Northern,1.34,207.1,689.53,567.32,26.24,28.87,95.94,131.55,811.71,727.74,NHPC Ltd
2020-01-24,Tamil Nadu,12.92038576,79.15004187,130058.0,Southern,3.95,322.9,638.13,581.6,62.6,41.37,63.94,89.14,764.6700000000001,712.11,Torrent Power
2020-01-24,Goa,15.491997,73.81800065,3702.0,Western,0.11,11.6,1307.77,1303.71,42.41,36.48,30.71,47.5,1380.89,1387.69,SJVN Ltd
2020-01-24,Dadra and Nagar Haveli and Daman and Diu,20.26657819,73.0166178,603.0,Western,0.01,18.6,1307.77,1303.71,42.41,36.48,30.71,47.5,1380.89,1387.69,Power Grid Corporation of India Ltd
2020-01-24,Kerala,8.900372741,76.56999263,38863.0,Southern,1.18,72.2,638.13,581.6,62.6,41.37,63.94,89.14,764.6700000000001,712.11,Tata Power
2020-01-24,Chandigarh,30.71999697,76.78000565,114.0,Northern,0.003,4.7,689.53,567.32,26.24,28.87,95.94,131.55,811.71,727.74,Adani Power
2020-01-24,Odisha,19.82042971,85.90001746,155707.0,Eastern,4.73,90.6,489.52,509.19,0.0,0.0,23.17,30.62,512.6899999999999,539.81,Power Grid Corporation of India Ltd
2020-01-24,Puducherry,11.93499371,79.83000037,492.0,Southern,0.01,7.6,638.13,581.6,62.6,41.37,63.94,89.14,764.6700000000001,712.11,NTPC Ltd
2020-01-24,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,169.5,489.52,509.19,0.0,0.0,23.17,30.62,512.6899999999999,539.81,SJVN Ltd
2020-01-24,Jammu and Kashmir,33.45,76.24,42241.0,Northern,1.28,40.1,689.53,567.32,26.24,28.87,95.94,131.55,811.71,727.74,NTPC Ltd
2020-01-24,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,38.0,689.53,567.32,26.24,28.87,95.94,131.55,811.71,727.74,NLC India Limited
2020-01-24,Assam,26.7499809,94.21666744,78438.0,Northeastern,2.38,28.1,34.74,31.48,0.0,0.0,11.06,5.1,45.800000000000004,36.58,SJVN Ltd
2020-01-24,Mizoram,23.71039899,92.72001461,21081.0,Northeastern,0.64,1.8,34.74,31.48,0.0,0.0,11.06,5.1,45.800000000000004,36.58,NLC India Limited
2020-01-24,Madhya Pradesh,21.30039105,76.13001949,308350.0,Central,9.37,194.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reliance Power
2020-01-24,Nagaland,25.6669979,94.11657019,16579.0,Northeastern,0.5,2.2,34.74,31.48,0.0,0.0,11.06,5.1,45.800000000000004,36.58,Adani Green Energy Ltd
2020-01-24,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,415.0,1307.77,1303.71,42.41,36.48,30.71,47.5,1380.89,1387.69,NTPC Ltd
2020-01-24,Bihar,25.78541445,87.4799727,94163.0,Eastern,2.86,70.2,489.52,509.19,0.0,0.0,23.17,30.62,512.6899999999999,539.81,Tata Power
2020-01-24,Jharkhand,23.80039349,86.41998572,79714.0,Eastern,2.42,25.2,489.52,509.19,0.0,0.0,23.17,30.62,512.6899999999999,539.81,NHPC Ltd
2020-01-24,Sikkim,27.3333303,88.6166475,7096.0,Northeastern,0.21,1.0,34.74,31.48,0.0,0.0,11.06,5.1,45.800000000000004,36.58,Reliance Power
2020-01-24,Gujarat,22.2587,71.1924,196024.0,Western,5.96,364.6,1307.77,1303.71,42.41,36.48,30.71,47.5,1380.89,1387.69,SJVN Ltd
2020-01-24,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,4.1,34.74,31.48,0.0,0.0,11.06,5.1,45.800000000000004,36.58,NLC India Limited
2020-01-24,Telangana,18.1124,79.0193,112077.0,Southern,3.49,166.9,638.13,581.6,62.6,41.37,63.94,89.14,764.6700000000001,712.11,Power Grid Corporation of India Ltd
2020-01-24,Andhra Pradesh,14.7504291,78.57002559,162970.0,Southern,4.87,184.1,638.13,581.6,62.6,41.37,63.94,89.14,764.6700000000001,712.11,Adani Green Energy Ltd
2020-01-24,Meghalaya,25.57049217,91.8800142,22429.0,Northeastern,0.68,5.7,34.74,31.48,0.0,0.0,11.06,5.1,45.800000000000004,36.58,NTPC Ltd
2020-01-24,Arunachal Pradesh,27.10039878,93.61660071,83743.0,Northeastern,2.54,2.1,34.74,31.48,0.0,0.0,11.06,5.1,45.800000000000004,36.58,JSW Energy
2020-01-25,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,404.8,1304.39,1323.45,42.41,36.61,30.71,47.48,1377.5100000000002,1407.54,NHPC Ltd
2020-01-25,Tamil Nadu,12.92038576,79.15004187,130058.0,Southern,3.95,294.6,638.13,594.61,62.6,41.43,63.94,93.23,764.6700000000001,729.27,Adani Power
2020-01-25,Puducherry,11.93499371,79.83000037,492.0,Southern,0.01,6.9,638.13,594.61,62.6,41.43,63.94,93.23,764.6700000000001,729.27,Power Grid Corporation of India Ltd
2020-01-25,Odisha,19.82042971,85.90001746,155707.0,Eastern,4.73,92.4,489.52,525.7,0.0,0.0,23.17,30.28,512.6899999999999,555.98,SJVN Ltd
2020-01-25,Telangana,18.1124,79.0193,112077.0,Southern,3.49,170.2,638.13,594.61,62.6,41.43,63.94,93.23,764.6700000000001,729.27,Torrent Power
2020-01-25,Nagaland,25.6669979,94.11657019,16579.0,Northeastern,0.5,2.1,34.74,33.16,0.0,0.0,11.06,4.83,45.800000000000004,37.989999999999995,Adani Power
2020-01-25,Chandigarh,30.71999697,76.78000565,114.0,Northern,0.003,3.7,689.53,576.06,26.24,30.81,95.94,128.14,811.71,735.0099999999999,NHPC Ltd
2020-01-25,Kerala,8.900372741,76.56999263,38863.0,Southern,1.18,65.6,638.13,594.61,62.6,41.43,63.94,93.23,764.6700000000001,729.27,NLC India Limited
2020-01-25,Andhra Pradesh,14.7504291,78.57002559,162970.0,Southern,4.87,171.8,638.13,594.61,62.6,41.43,63.94,93.23,764.6700000000001,729.27,SJVN Ltd
2020-01-25,Manipur,24.79997072,93.95001705,22327.0,Northeastern,0.68,2.4,34.74,33.16,0.0,0.0,11.06,4.83,45.800000000000004,37.989999999999995,NLC India Limited
2020-01-25,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,4.1,34.74,33.16,0.0,0.0,11.06,4.83,45.800000000000004,37.989999999999995,SJVN Ltd
2020-01-25,Arunachal Pradesh,27.10039878,93.61660071,83743.0,Northeastern,2.54,2.0,34.74,33.16,0.0,0.0,11.06,4.83,45.800000000000004,37.989999999999995,NHPC Ltd
2020-01-25,Himachal Pradesh,31.10002545,77.16659704,55673.0,Northern,1.7,25.3,689.53,576.06,26.24,30.81,95.94,128.14,811.71,735.0099999999999,NLC India Limited
2020-01-25,Mizoram,23.71039899,92.72001461,21081.0,Northeastern,0.64,1.6,34.74,33.16,0.0,0.0,11.06,4.83,45.800000000000004,37.989999999999995,NTPC Ltd
2020-01-25,Jammu and Kashmir,33.45,76.24,42241.0,Northern,1.28,40.7,689.53,576.06,26.24,30.81,95.94,128.14,811.71,735.0099999999999,JSW Energy
2020-01-25,Jharkhand,23.80039349,86.41998572,79714.0,Eastern,2.42,25.2,489.52,525.7,0.0,0.0,23.17,30.28,512.6899999999999,555.98,Torrent Power
2020-01-25,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,169.2,489.52,525.7,0.0,0.0,23.17,30.28,512.6899999999999,555.98,Tata Power
2020-01-25,Chhattisgarh,22.09042035,82.15998734,135191.0,Central,4.11,102.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLC India Limited
2020-01-25,Sikkim,27.3333303,88.6166475,7096.0,Northeastern,0.21,0.8,34.74,33.16,0.0,0.0,11.06,4.83,45.800000000000004,37.989999999999995,NHPC Ltd
2020-01-25,Punjab,31.51997398,75.98000281,50362.0,Northern,1.53,174.4,689.53,576.06,26.24,30.81,95.94,128.14,811.71,735.0099999999999,Reliance Power
2020-01-25,Meghalaya,25.57049217,91.8800142,22429.0,Northeastern,0.68,5.3,34.74,33.16,0.0,0.0,11.06,4.83,45.800000000000004,37.989999999999995,Power Grid Corporation of India Ltd
2020-01-25,Delhi,28.6699929,77.23000403,1483.0,Northern,0.04,125.5,689.53,576.06,26.24,30.81,95.94,128.14,811.71,735.0099999999999,NLC India Limited
2020-01-25,Goa,15.491997,73.81800065,3702.0,Western,0.11,11.6,1304.39,1323.45,42.41,36.61,30.71,47.48,1377.5100000000002,1407.54,Adani Power
2020-01-25,Rajasthan,26.44999921,74.63998124,342239.0,Northern,10.55,247.6,689.53,576.06,26.24,30.81,95.94,128.14,811.71,735.0099999999999,Reliance Power
2020-01-25,Madhya Pradesh,21.30039105,76.13001949,308350.0,Central,9.37,193.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NTPC Ltd
2020-01-25,Assam,26.7499809,94.21666744,78438.0,Northeastern,2.38,25.9,34.74,33.16,0.0,0.0,11.06,4.83,45.800000000000004,37.989999999999995,NHPC Ltd
2020-01-25,Karnataka,12.57038129,76.91999711,191791.0,Southern,5.83,182.3,638.13,594.61,62.6,41.43,63.94,93.23,764.6700000000001,729.27,Tata Power
2020-01-25,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,34.4,689.53,576.06,26.24,30.81,95.94,128.14,811.71,735.0099999999999,Adani Green Energy Ltd
2020-01-25,Uttar Pradesh,27.59998069,78.05000565,240928.0,Northern,7.33,370.5,689.53,576.06,26.24,30.81,95.94,128.14,811.71,735.0099999999999,Torrent Power
2020-01-25,Dadra and Nagar Haveli and Daman and Diu,20.26657819,73.0166178,603.0,Western,0.01,18.4,1304.39,1323.45,42.41,36.61,30.71,47.48,1377.5100000000002,1407.54,NHPC Ltd
2020-01-25,Gujarat,22.2587,71.1924,196024.0,Western,5.96,346.8,1304.39,1323.45,42.41,36.61,30.71,47.48,1377.5100000000002,1407.54,Reliance Power
2020-01-25,Bihar,25.78541445,87.4799727,94163.0,Eastern,2.86,71.2,489.52,525.7,0.0,0.0,23.17,30.28,512.6899999999999,555.98,Tata Power
2020-01-25,Haryana,28.45000633,77.01999101,44212.0,Northern,1.34,192.3,689.53,576.06,26.24,30.81,95.94,128.14,811.71,735.0099999999999,NLC India Limited
2020-01-26,Telangana,18.1124,79.0193,112077.0,Southern,3.49,204.0,638.13,552.53,62.6,41.59,63.94,75.88,764.6700000000001,670.0,Reliance Power
2020-01-26,Puducherry,11.93499371,79.83000037,492.0,Southern,0.01,8.6,638.13,552.53,62.6,41.59,63.94,75.88,764.6700000000001,670.0,NLC India Limited
2020-01-26,Bihar,25.78541445,87.4799727,94163.0,Eastern,2.86,79.5,489.52,501.94,0.0,0.0,23.17,22.9,512.6899999999999,524.84,JSW Energy
2020-01-26,Arunachal Pradesh,27.10039878,93.61660071,83743.0,Northeastern,2.54,2.0,34.74,30.89,0.0,0.0,11.06,4.66,45.800000000000004,35.55,Adani Green Energy Ltd
2020-01-26,Andhra Pradesh,14.7504291,78.57002559,162970.0,Southern,4.87,191.4,638.13,552.53,62.6,41.59,63.94,75.88,764.6700000000001,670.0,Torrent Power
2020-01-26,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,3.2,34.74,30.89,0.0,0.0,11.06,4.66,45.800000000000004,35.55,JSW Energy
2020-01-26,Chhattisgarh,22.09042035,82.15998734,135191.0,Central,4.11,102.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLC India Limited
2020-01-26,Uttar Pradesh,27.59998069,78.05000565,240928.0,Northern,7.33,316.2,692.36,553.28,26.24,30.72,95.94,120.66,814.54,704.66,Tata Power
2020-01-26,Goa,15.491997,73.81800065,3702.0,Western,0.11,12.0,1308.69,1250.91,42.41,36.48,30.71,39.61,1381.8100000000002,1327.0,Power Grid Corporation of India Ltd
2020-01-26,Meghalaya,25.57049217,91.8800142,22429.0,Northeastern,0.68,5.9,34.74,30.89,0.0,0.0,11.06,4.66,45.800000000000004,35.55,Adani Green Energy Ltd
2020-01-26,Sikkim,27.3333303,88.6166475,7096.0,Northeastern,0.21,1.3,34.74,30.89,0.0,0.0,11.06,4.66,45.800000000000004,35.55,Reliance Power
2020-01-26,Delhi,28.6699929,77.23000403,1483.0,Northern,0.04,85.6,692.36,553.28,26.24,30.72,95.94,120.66,814.54,704.66,JSW Energy
2020-01-26,Assam,26.7499809,94.21666744,78438.0,Northeastern,2.38,21.3,34.74,30.89,0.0,0.0,11.06,4.66,45.800000000000004,35.55,SJVN Ltd
2020-01-26,Karnataka,12.57038129,76.91999711,191791.0,Southern,5.83,235.1,638.13,552.53,62.6,41.59,63.94,75.88,764.6700000000001,670.0,Power Grid Corporation of India Ltd
2020-01-26,Kerala,8.900372741,76.56999263,38863.0,Southern,1.18,85.7,638.13,552.53,62.6,41.59,63.94,75.88,764.6700000000001,670.0,Torrent Power
2020-01-26,Jharkhand,23.80039349,86.41998572,79714.0,Eastern,2.42,18.7,489.52,501.94,0.0,0.0,23.17,22.9,512.6899999999999,524.84,Tata Power
2020-01-26,Dadra and Nagar Haveli and Daman and Diu,20.26657819,73.0166178,603.0,Western,0.01,18.7,1308.69,1250.91,42.41,36.48,30.71,39.61,1381.8100000000002,1327.0,JSW Energy
2020-01-26,Rajasthan,26.44999921,74.63998124,342239.0,Northern,10.55,197.5,692.36,553.28,26.24,30.72,95.94,120.66,814.54,704.66,Tata Power
2020-01-26,Tamil Nadu,12.92038576,79.15004187,130058.0,Southern,3.95,349.6,638.13,552.53,62.6,41.59,63.94,75.88,764.6700000000001,670.0,SJVN Ltd
2020-01-26,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,34.6,692.36,553.28,26.24,30.72,95.94,120.66,814.54,704.66,Adani Power
2020-01-26,Jammu and Kashmir,33.45,76.24,42241.0,Northern,1.28,41.3,692.36,553.28,26.24,30.72,95.94,120.66,814.54,704.66,Reliance Power
2020-01-26,Mizoram,23.71039899,92.72001461,21081.0,Northeastern,0.64,1.7,34.74,30.89,0.0,0.0,11.06,4.66,45.800000000000004,35.55,Adani Power
2020-01-26,Odisha,19.82042971,85.90001746,155707.0,Eastern,4.73,85.9,489.52,501.94,0.0,0.0,23.17,22.9,512.6899999999999,524.84,NLC India Limited
2020-01-26,Punjab,31.51997398,75.98000281,50362.0,Northern,1.53,119.0,692.36,553.28,26.24,30.72,95.94,120.66,814.54,704.66,SJVN Ltd
2020-01-26,Haryana,28.45000633,77.01999101,44212.0,Northern,1.34,116.7,692.36,553.28,26.24,30.72,95.94,120.66,814.54,704.66,NHPC Ltd
2020-01-26,Manipur,24.79997072,93.95001705,22327.0,Northeastern,0.68,2.6,34.74,30.89,0.0,0.0,11.06,4.66,45.800000000000004,35.55,NTPC Ltd
2020-01-26,Madhya Pradesh,21.30039105,76.13001949,308350.0,Central,9.37,197.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NHPC Ltd
2020-01-26,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,138.4,489.52,501.94,0.0,0.0,23.17,22.9,512.6899999999999,524.84,SJVN Ltd
2020-01-26,Nagaland,25.6669979,94.11657019,16579.0,Northeastern,0.5,2.0,34.74,30.89,0.0,0.0,11.06,4.66,45.800000000000004,35.55,JSW Energy
2020-01-26,Chandigarh,30.71999697,76.78000565,114.0,Northern,0.003,3.7,692.36,553.28,26.24,30.72,95.94,120.66,814.54,704.66,Tata Power
2020-01-26,Gujarat,22.2587,71.1924,196024.0,Western,5.96,378.0,1308.69,1250.91,42.41,36.48,30.71,39.61,1381.8100000000002,1327.0,Power Grid Corporation of India Ltd
2020-01-26,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,497.4,1308.69,1250.91,42.41,36.48,30.71,39.61,1381.8100000000002,1327.0,SJVN Ltd
2020-01-26,Himachal Pradesh,31.10002545,77.16659704,55673.0,Northern,1.7,25.4,692.36,553.28,26.24,30.72,95.94,120.66,814.54,704.66,Torrent Power
